id,prediction
7000210,0.00859132
7000211,0.00027946
7000212,0.00028185
7000213,0.00027251099999999997
7000214,0.00576816
7000215,0.000317183
7000216,0.812601
7000217,0.000354379
7000218,0.00027430000000000005
7000219,0.00028612099999999997
7000220,0.000282599
7000221,0.000269885
7000222,0.504436
7000223,0.000286863
7000224,0.000462069
7000225,0.843392
7000226,0.000276743
7000227,0.00027988599999999997
7000228,0.9399190000000001
7000229,0.000272323
7000230,0.000268547
7000231,0.000265641
7000232,0.00028759
7000233,0.000287932
7000234,0.000297353
7000235,0.000281762
7000236,0.00126543
7000237,0.00566867
7000238,0.000579905
7000239,0.000314488
7000240,0.00260699
7000241,0.000362234
7000242,0.00028199599999999996
7000243,0.000318218
7000244,0.000271932
7000245,0.000276566
7000246,0.0470402
7000247,0.000292573
7000248,0.000285531
7000249,0.768806
7000250,0.000305314
7000251,0.272994
7000252,0.000288963
7000253,0.00027695599999999997
7000254,0.016943200000000002
7000255,0.00029009799999999997
7000256,0.0114109
7000257,0.00046736900000000003
7000258,0.000324379
7000259,0.0237317
7000260,0.00109257
7000261,0.000272079
7000262,0.0351767
7000263,0.000284853
7000264,0.000274815
7000265,0.000272803
7000266,0.0002763
7000267,0.012611399999999998
7000268,0.00178681
7000269,0.655451
7000270,0.000288699
7000271,0.00100957
7000272,0.00561709
7000273,0.00436571
7000274,0.000291056
7000275,0.000307734
7000276,0.00402038
7000277,0.000291062
7000278,0.000274908
7000279,0.0139184
7000280,0.00033498199999999994
7000281,0.00143652
7000282,0.000316708
7000283,0.17372100000000001
7000284,0.000290535
7000285,0.0005484019999999999
7000286,0.8720549999999999
7000287,0.000271725
7000288,0.0002858
7000289,0.00027883599999999997
7000290,0.00042784199999999995
7000291,0.000608664
7000292,0.002987
7000293,0.00028618299999999997
7000294,0.000269198
7000295,0.000611645
7000296,0.000335322
7000297,0.000275482
7000298,0.00114563
7000299,0.000331555
7000300,0.00027711799999999997
7000301,0.00808125
7000302,0.00027832400000000004
7000303,0.000273951
7000304,0.000312397
7000305,0.0029113000000000003
7000306,0.0641515
7000307,0.000277798
7000308,0.00855452
7000309,0.0645555
7000310,0.000359184
7000311,0.20480700000000002
7000312,0.000268104
7000313,0.000333226
7000314,0.000357364
7000315,0.00111406
7000316,0.000297426
7000317,0.000334915
7000318,0.000417185
7000319,0.00027677
7000320,0.000437275
7000321,0.00035067400000000004
7000322,0.00029763799999999997
7000323,0.000440309
7000324,0.983145
7000325,0.00028320900000000003
7000326,0.000292387
7000327,0.000287462
7000328,0.00029924
7000329,0.000298556
7000330,0.00584906
7000331,0.71295
7000332,0.155593
7000333,0.000297578
7000334,0.000272746
7000335,0.383212
7000336,0.00186717
7000337,0.024448599999999997
7000338,0.000287634
7000339,0.000277713
7000340,0.000292019
7000341,0.0014627000000000002
7000342,0.00157952
7000343,0.000277828
7000344,0.00027601599999999997
7000345,0.00031294
7000346,0.00246623
7000347,0.000406995
7000348,0.977483
7000349,0.00029784
7000350,0.000283303
7000351,0.000278593
7000352,0.00026935
7000353,0.00028171
7000354,0.00254677
7000355,0.000788417
7000356,0.46114399999999994
7000357,0.000327886
7000358,0.005292
7000359,0.0104979
7000360,0.000266954
7000361,0.000280267
7000362,0.00029706400000000004
7000363,0.000275485
7000364,0.00028515
7000365,0.000293018
7000366,0.00724999
7000367,0.000632022
7000368,0.000326425
7000369,0.000536739
7000370,0.000269553
7000371,0.00170267
7000372,0.0146079
7000373,0.027185300000000003
7000374,0.00029696599999999996
7000375,0.000306645
7000376,0.000325363
7000377,0.00027835
7000378,0.000276457
7000379,0.000296321
7000380,0.000286632
7000381,0.0018671
7000382,0.000279958
7000383,0.000272588
7000384,0.09427250000000001
7000385,0.00027010799999999997
7000386,0.000281425
7000387,0.23561100000000001
7000388,0.000277546
7000389,0.000270004
7000390,0.408023
7000391,0.00027409
7000392,0.00297758
7000393,0.000271859
7000394,0.00026632
7000395,0.428171
7000396,0.000271073
7000397,0.07143769999999999
7000398,0.000274051
7000399,0.000375538
7000400,0.000432196
7000401,0.277265
7000402,0.10606700000000001
7000403,0.000272648
7000404,0.00029873
7000405,0.00364625
7000406,0.000292743
7000407,0.000278214
7000408,0.000412386
7000409,0.000289806
7000410,0.122967
7000411,0.000271415
7000412,0.000285525
7000413,0.00028458
7000414,0.00140218
7000415,0.00033253
7000416,0.000282102
7000417,0.000293054
7000418,0.00028459
7000419,0.000284283
7000420,0.00028090099999999996
7000421,0.0249947
7000422,0.00133884
7000423,0.00028032599999999996
7000424,0.000270358
7000425,0.011262799999999998
7000426,0.000296087
7000427,0.000282595
7000428,0.9406620000000001
7000429,0.000278122
7000430,0.00107722
7000431,0.980722
7000432,0.000285928
7000433,0.00138479
7000434,0.00356442
7000435,0.000284918
7000436,0.000272127
7000437,0.00027349
7000438,0.000275185
7000439,0.000291659
7000440,0.00245584
7000441,0.000367621
7000442,0.000300955
7000443,0.0475703
7000444,0.000271613
7000445,0.00034633900000000003
7000446,0.00375181
7000447,0.00035994
7000448,0.000281706
7000449,0.00028086
7000450,0.0005818759999999999
7000451,0.000273289
7000452,0.00047702599999999997
7000453,0.000297878
7000454,0.023277900000000004
7000455,0.0107303
7000456,0.000277375
7000457,0.0226596
7000458,0.000333562
7000459,0.697318
7000460,0.00043033800000000005
7000461,0.0103096
7000462,0.00028299900000000003
7000463,0.000286255
7000464,0.000285497
7000465,0.000343437
7000466,0.014481899999999999
7000467,0.000282429
7000468,0.00210262
7000469,0.971673
7000470,0.00031888099999999997
7000471,0.000270666
7000472,0.00027303900000000004
7000473,0.00027847099999999997
7000474,0.000464924
7000475,0.7167720000000001
7000476,0.10486400000000001
7000477,0.000267926
7000478,0.00274972
7000479,0.981662
7000480,0.00366022
7000481,0.000573129
7000482,0.000305577
7000483,0.013954399999999999
7000484,0.00027523799999999997
7000485,0.00027481799999999997
7000486,0.000462444
7000487,0.00028724
7000488,0.000280243
7000489,0.000296661
7000490,0.000282019
7000491,0.000273642
7000492,0.000594483
7000493,0.00683773
7000494,0.000270992
7000495,0.00033045
7000496,0.00028504400000000003
7000497,0.000295821
7000498,0.00104283
7000499,0.00028007
7000500,0.00033899
7000501,0.107464
7000502,0.0774563
7000503,0.000325897
7000504,0.00190421
7000505,0.00154707
7000506,0.000272679
7000507,0.7771359999999999
7000508,0.00029612599999999996
7000509,0.34244
7000510,0.00513121
7000511,0.00183864
7000512,0.00028436900000000003
7000513,0.014454
7000514,0.000268782
7000515,0.000294217
7000516,0.00570353
7000517,0.00027143
7000518,0.0008680239999999999
7000519,0.00311549
7000520,0.00192279
7000521,0.0336632
7000522,0.000302536
7000523,0.00323648
7000524,0.000268012
7000525,0.00038578099999999997
7000526,0.00236505
7000527,0.00028802900000000003
7000528,0.00149285
7000529,0.8215680000000001
7000530,0.00338636
7000531,0.000880907
7000532,0.00262878
7000533,0.9834629999999999
7000534,0.000311906
7000535,0.000273202
7000536,0.000280593
7000537,0.000278255
7000538,0.0019504000000000001
7000539,0.00910331
7000540,0.00038055
7000541,0.000918914
7000542,0.9744139999999999
7000543,0.00111203
7000544,0.000279607
7000545,0.00341779
7000546,0.000310528
7000547,0.000284708
7000548,0.00198138
7000549,0.00027037599999999996
7000550,0.00027655299999999997
7000551,0.000289973
7000552,0.000672119
7000553,0.664928
7000554,0.0399365
7000555,0.000307917
7000556,0.0109536
7000557,0.000272957
7000558,0.00031966599999999997
7000559,0.000271384
7000560,0.000269278
7000561,0.000279807
7000562,0.000276225
7000563,0.000445951
7000564,0.00410247
7000565,0.000321691
7000566,0.00046629699999999996
7000567,0.000332137
7000568,0.0028935
7000569,0.000268481
7000570,0.000753946
7000571,0.000271234
7000572,0.000282326
7000573,0.0182764
7000574,0.000284366
7000575,0.00038413300000000004
7000576,0.000310286
7000577,0.000897388
7000578,0.000287787
7000579,0.000316704
7000580,0.08521319999999999
7000581,0.000278262
7000582,0.000483287
7000583,0.000287872
7000584,0.146198
7000585,0.000528731
7000586,0.000316645
7000587,0.000281316
7000588,0.00223725
7000589,0.000311393
7000590,0.000287329
7000591,0.000280716
7000592,0.000270253
7000593,0.000295192
7000594,0.00027068700000000003
7000595,0.78036
7000596,0.015033000000000001
7000597,0.00241092
7000598,0.00029151299999999997
7000599,0.000276114
7000600,0.0983996
7000601,0.19236
7000602,0.000287075
7000603,0.000472863
7000604,0.000288673
7000605,0.000297819
7000606,0.00055073
7000607,0.000489041
7000608,0.00205283
7000609,0.000436144
7000610,0.739088
7000611,0.545218
7000612,0.000326582
7000613,0.000275453
7000614,0.0330879
7000615,0.000319141
7000616,0.00237254
7000617,0.00034514
7000618,0.00165626
7000619,0.000570591
7000620,0.0376011
7000621,0.000283597
7000622,0.000294489
7000623,0.0007223939999999999
7000624,0.00040638800000000004
7000625,0.000276141
7000626,0.0139951
7000627,0.000277195
7000628,0.078179
7000629,0.00029247400000000003
7000630,0.000320887
7000631,0.00415866
7000632,0.000296832
7000633,0.000590775
7000634,0.00047338
7000635,0.000289192
7000636,0.000284471
7000637,0.0567164
7000638,0.000281186
7000639,0.000487171
7000640,0.00027635
7000641,0.00034314199999999995
7000642,0.0009748630000000001
7000643,0.000279526
7000644,0.0034171999999999996
7000645,0.16528299999999999
7000646,0.032582599999999996
7000647,0.000317305
7000648,0.000278782
7000649,0.00290754
7000650,0.000285452
7000651,0.000282558
7000652,0.00039066
7000653,0.0700968
7000654,0.586592
7000655,0.0015171
7000656,0.00158808
7000657,0.000409224
7000658,0.000268293
7000659,0.000277929
7000660,0.00028438
7000661,0.9835520000000001
7000662,0.00444329
7000663,0.00205251
7000664,0.000571843
7000665,0.000269041
7000666,0.000270206
7000667,0.0243704
7000668,0.000836119
7000669,0.0027846
7000670,0.023583
7000671,0.000278129
7000672,0.11191400000000001
7000673,0.38204899999999997
7000674,0.00027827799999999997
7000675,0.00032423
7000676,0.00948901
7000677,0.38366
7000678,0.000274271
7000679,0.0527451
7000680,0.00028344599999999997
7000681,0.0374607
7000682,0.0407108
7000683,0.000271402
7000684,0.000275263
7000685,0.000307838
7000686,0.00027761400000000003
7000687,0.000299408
7000688,0.00306366
7000689,0.00410224
7000690,0.000299516
7000691,0.00737352
7000692,0.00027823400000000003
7000693,0.000275518
7000694,0.00027712
7000695,0.00027160000000000004
7000696,0.000278935
7000697,0.013195600000000002
7000698,0.00726988
7000699,0.000612107
7000700,0.047756599999999996
7000701,0.0113261
7000702,0.00026794599999999997
7000703,0.000284071
7000704,0.000279538
7000705,0.000277212
7000706,0.000272805
7000707,0.00027145
7000708,0.00270918
7000709,0.000280049
7000710,0.00439457
7000711,0.00027430200000000003
7000712,0.000285868
7000713,0.000272289
7000714,0.17775
7000715,0.000626584
7000716,0.00911904
7000717,0.00144822
7000718,0.000275648
7000719,0.00034016
7000720,0.0249448
7000721,0.00317681
7000722,0.00030549799999999997
7000723,0.00029221
7000724,0.00138566
7000725,0.00041049
7000726,0.00530207
7000727,0.000270454
7000728,0.000282803
7000729,0.000309659
7000730,0.00094304
7000731,0.000868372
7000732,0.00027663599999999997
7000733,0.000287373
7000734,0.0008123910000000001
7000735,0.000279783
7000736,0.000275167
7000737,0.000278428
7000738,0.000290412
7000739,0.000284213
7000740,0.08592580000000001
7000741,0.000267331
7000742,0.000275347
7000743,0.00028088099999999997
7000744,0.00043180000000000003
7000745,0.00466742
7000746,0.000471574
7000747,0.00141084
7000748,0.000701123
7000749,0.8533649999999999
7000750,0.000277534
7000751,0.9442280000000001
7000752,0.021962400000000003
7000753,0.000275154
7000754,0.000269254
7000755,0.000274216
7000756,0.000977845
7000757,0.000265458
7000758,0.00196687
7000759,0.0124637
7000760,0.000400609
7000761,0.000275344
7000762,0.016819900000000002
7000763,0.000293035
7000764,0.00182894
7000765,0.000424015
7000766,0.00181654
7000767,0.00820191
7000768,0.00031577
7000769,0.000272268
7000770,0.000290815
7000771,0.014634999999999999
7000772,0.00027933900000000003
7000773,0.854305
7000774,0.000277872
7000775,0.00032533700000000003
7000776,0.00233759
7000777,0.00028926099999999997
7000778,0.981258
7000779,0.000290792
7000780,0.000284313
7000781,0.00436711
7000782,0.013681
7000783,0.000283436
7000784,0.00181588
7000785,0.000316997
7000786,0.00299562
7000787,0.102024
7000788,0.00027796200000000003
7000789,0.000289786
7000790,0.000296845
7000791,0.000270589
7000792,0.00028670400000000004
7000793,0.000287815
7000794,0.00431541
7000795,0.00028748099999999997
7000796,0.00027697400000000004
7000797,0.00394887
7000798,0.00872374
7000799,0.000272498
7000800,0.00190751
7000801,0.000275949
7000802,0.000286705
7000803,0.00032853900000000003
7000804,0.000274597
7000805,0.000290673
7000806,0.000277054
7000807,0.0872893
7000808,0.00384404
7000809,0.000280243
7000810,0.00356079
7000811,0.00803361
7000812,0.000271125
7000813,0.000461779
7000814,0.000453355
7000815,0.0695435
7000816,0.00300334
7000817,0.00316935
7000818,0.000305324
7000819,0.000310557
7000820,0.00028005900000000004
7000821,0.00028151
7000822,0.000283974
7000823,0.000273344
7000824,0.00027654
7000825,0.0240598
7000826,0.00030754299999999997
7000827,0.00030229
7000828,0.000277983
7000829,0.000268762
7000830,0.0225098
7000831,0.0115309
7000832,0.00026643799999999997
7000833,0.000319524
7000834,0.00032037099999999996
7000835,0.000289894
7000836,0.000287468
7000837,0.865231
7000838,0.000305058
7000839,0.000270552
7000840,0.033567
7000841,0.00130428
7000842,0.00301657
7000843,0.000298624
7000844,0.00027753900000000004
7000845,0.000286041
7000846,0.00029672
7000847,0.000287349
7000848,0.00130954
7000849,0.000477466
7000850,0.000289906
7000851,0.000289768
7000852,0.00028126599999999996
7000853,0.000277783
7000854,0.000274493
7000855,0.013310599999999999
7000856,0.000289528
7000857,0.358005
7000858,0.000284215
7000859,0.00028853799999999997
7000860,0.000277865
7000861,0.000290087
7000862,0.000344329
7000863,0.0203333
7000864,0.000831472
7000865,0.000346729
7000866,0.000283513
7000867,0.000317772
7000868,0.000446206
7000869,0.000387391
7000870,0.000267672
7000871,0.000292093
7000872,0.000285668
7000873,0.00027824400000000003
7000874,0.014842900000000001
7000875,0.00038252
7000876,0.000275232
7000877,0.000488766
7000878,0.032587200000000004
7000879,0.000269135
7000880,0.000281175
7000881,0.000277251
7000882,0.0009807239999999999
7000883,0.000503909
7000884,0.00250374
7000885,0.000287507
7000886,0.000524541
7000887,0.000280935
7000888,0.00030759099999999996
7000889,0.00028399400000000003
7000890,0.00367472
7000891,0.0009048
7000892,0.000454906
7000893,0.014825399999999999
7000894,0.000279133
7000895,0.00027389900000000003
7000896,0.000271071
7000897,0.00116884
7000898,0.0128328
7000899,0.29039499999999996
7000900,0.000280325
7000901,0.003622
7000902,0.00148502
7000903,0.000273446
7000904,0.00244382
7000905,0.013015
7000906,0.000365884
7000907,0.00302484
7000908,0.00203364
7000909,0.000278306
7000910,0.000283207
7000911,0.00037742099999999996
7000912,0.00033134099999999997
7000913,0.0090523
7000914,0.000345162
7000915,0.00201747
7000916,0.00028902400000000003
7000917,0.000285258
7000918,0.00185033
7000919,0.000312473
7000920,0.00579645
7000921,0.00572005
7000922,0.00029079400000000004
7000923,0.000310048
7000924,0.000299371
7000925,0.00800327
7000926,0.000490458
7000927,0.000459944
7000928,0.00160204
7000929,0.000289357
7000930,0.00689688
7000931,0.000270293
7000932,0.00029069
7000933,0.000285325
7000934,0.000808108
7000935,0.000964808
7000936,0.00027618200000000003
7000937,0.000282153
7000938,0.000278532
7000939,0.00033637
7000940,0.000269039
7000941,0.00027203
7000942,0.00135174
7000943,0.00033130400000000004
7000944,0.000288464
7000945,0.447089
7000946,0.00029243
7000947,0.000288473
7000948,0.000303925
7000949,0.000272913
7000950,0.00268815
7000951,0.00185648
7000952,0.00035596300000000005
7000953,0.0017965
7000954,0.000265307
7000955,0.000398281
7000956,0.236632
7000957,0.00027759299999999997
7000958,0.0103135
7000959,0.00028937799999999997
7000960,0.000289817
7000961,0.00028337
7000962,0.000538496
7000963,0.000291177
7000964,0.000265532
7000965,0.00408648
7000966,0.000674892
7000967,0.000368029
7000968,0.000287941
7000969,0.000286556
7000970,0.00028192099999999997
7000971,0.000303073
7000972,0.00035717400000000003
7000973,0.00250229
7000974,0.00375892
7000975,0.8440790000000001
7000976,0.000268411
7000977,0.00450211
7000978,0.00041069699999999996
7000979,0.00459639
7000980,0.000392249
7000981,0.000277598
7000982,0.0290663
7000983,0.00133972
7000984,0.0640323
7000985,0.000287844
7000986,0.008918700000000002
7000987,0.000621721
7000988,0.00032256900000000003
7000989,0.000460236
7000990,0.00027021799999999997
7000991,0.000271408
7000992,0.00027485
7000993,0.000270659
7000994,0.00029587099999999996
7000995,0.012059899999999998
7000996,0.139878
7000997,0.98369
7000998,0.000293175
7000999,0.00027184700000000003
7001000,0.841283
7001001,0.00034140699999999995
7001002,0.00276314
7001003,0.00028324700000000003
7001004,0.00206486
7001005,0.000267944
7001006,0.00536018
7001007,0.00902488
7001008,0.983743
7001009,0.00160563
7001010,0.000295595
7001011,0.191333
7001012,0.872909
7001013,0.00883461
7001014,0.00029032
7001015,0.000297485
7001016,0.00028395
7001017,0.000283738
7001018,0.000407067
7001019,0.000266088
7001020,0.0342274
7001021,0.00028451700000000003
7001022,0.00029523799999999997
7001023,0.000273393
7001024,0.000408705
7001025,0.000298294
7001026,0.00252418
7001027,0.00250143
7001028,0.000283837
7001029,0.0007087819999999999
7001030,0.000269219
7001031,0.000281017
7001032,0.426504
7001033,0.00190609
7001034,0.00245319
7001035,0.9804370000000001
7001036,0.000276208
7001037,0.000284481
7001038,0.000280495
7001039,0.00236114
7001040,0.000286261
7001041,0.00133714
7001042,0.000569195
7001043,0.000267745
7001044,0.226505
7001045,0.0005211619999999999
7001046,0.000285887
7001047,0.44175
7001048,0.00036354400000000004
7001049,0.000300327
7001050,0.000296883
7001051,0.000277782
7001052,0.000278198
7001053,0.00184764
7001054,0.00239855
7001055,0.00035216699999999996
7001056,0.00156584
7001057,0.00422796
7001058,0.00389203
7001059,0.020743
7001060,0.000285685
7001061,0.0672339
7001062,0.00107316
7001063,0.00383903
7001064,0.000428253
7001065,0.000276142
7001066,0.00029465599999999997
7001067,0.000285741
7001068,0.00502307
7001069,0.66118
7001070,0.00028609
7001071,0.00031531
7001072,0.000270667
7001073,0.000341166
7001074,0.0152306
7001075,0.000556388
7001076,0.000315264
7001077,0.00027248
7001078,0.000302665
7001079,0.017914
7001080,0.00027410900000000003
7001081,0.000633644
7001082,0.000265351
7001083,0.00374804
7001084,0.000316136
7001085,0.000281193
7001086,0.000275116
7001087,0.000294627
7001088,0.000278365
7001089,0.00026825
7001090,0.143464
7001091,0.9630559999999999
7001092,0.000352983
7001093,0.00028335
7001094,0.000299618
7001095,0.00045166900000000003
7001096,0.00029327
7001097,0.000276187
7001098,0.00027004
7001099,0.000292713
7001100,0.0072382
7001101,0.681264
7001102,0.128296
7001103,0.000447491
7001104,0.000298903
7001105,0.08956230000000001
7001106,0.000271019
7001107,0.023484400000000002
7001108,0.000301166
7001109,0.00620969
7001110,0.00436233
7001111,0.000325715
7001112,0.000278366
7001113,0.812711
7001114,0.00196399
7001115,0.0055284999999999996
7001116,0.0075128
7001117,0.00541425
7001118,0.00175759
7001119,0.000306507
7001120,0.00330474
7001121,0.0711445
7001122,0.125725
7001123,0.000278842
7001124,0.00027544099999999997
7001125,0.000413939
7001126,0.000277575
7001127,0.000279653
7001128,0.00105672
7001129,0.844983
7001130,0.000278837
7001131,0.00218302
7001132,0.00087131
7001133,0.000272285
7001134,0.000310515
7001135,0.00027167
7001136,0.0029782
7001137,0.8934479999999999
7001138,0.983043
7001139,0.00751794
7001140,0.00028090099999999996
7001141,0.000278777
7001142,0.84605
7001143,0.000320908
7001144,0.00267808
7001145,0.00252635
7001146,0.000275787
7001147,0.00155932
7001148,0.0026568
7001149,0.07116180000000001
7001150,0.00140888
7001151,0.00429232
7001152,0.000293753
7001153,0.000294268
7001154,0.000272586
7001155,0.000297554
7001156,0.00257758
7001157,0.00027689999999999995
7001158,0.000284275
7001159,0.00470728
7001160,0.00617084
7001161,0.0446763
7001162,0.00291296
7001163,0.000281675
7001164,0.0103841
7001165,0.00033711699999999995
7001166,0.00554759
7001167,0.0134972
7001168,0.00026912400000000003
7001169,0.0130564
7001170,0.056865
7001171,0.00027983799999999997
7001172,0.000317632
7001173,0.000283023
7001174,0.000284108
7001175,0.000274959
7001176,0.000544625
7001177,0.000268943
7001178,0.00027665400000000004
7001179,0.000300529
7001180,0.000275129
7001181,0.000274153
7001182,0.00490359
7001183,0.00595277
7001184,0.00339296
7001185,0.00327094
7001186,0.000454541
7001187,0.00027220900000000004
7001188,0.000473105
7001189,0.000269284
7001190,0.000288882
7001191,0.00322625
7001192,0.0040368
7001193,0.000270213
7001194,0.000365955
7001195,0.00267854
7001196,0.000264893
7001197,0.00036497300000000004
7001198,0.000292106
7001199,0.000288897
7001200,0.00166623
7001201,0.00027422599999999997
7001202,0.000281889
7001203,0.013199899999999999
7001204,0.000477965
7001205,0.179339
7001206,0.000312531
7001207,0.00331967
7001208,0.0011960999999999999
7001209,0.00043118800000000005
7001210,0.000325526
7001211,0.00796297
7001212,0.000280664
7001213,0.000273137
7001214,0.00029267
7001215,0.000314732
7001216,0.0009074310000000001
7001217,0.000311738
7001218,0.000280951
7001219,0.00246045
7001220,0.00170414
7001221,0.000717015
7001222,0.00263929
7001223,0.000305593
7001224,0.000275622
7001225,0.000269672
7001226,0.16385999999999998
7001227,0.000267628
7001228,0.000326679
7001229,0.00268896
7001230,0.0046836000000000004
7001231,0.010132500000000001
7001232,0.000813877
7001233,0.000292879
7001234,0.000556262
7001235,0.000275798
7001236,0.000269248
7001237,0.023917700000000004
7001238,0.000340229
7001239,0.000313618
7001240,0.000546797
7001241,0.000282987
7001242,0.05713819999999999
7001243,0.000337105
7001244,0.00272988
7001245,0.00324053
7001246,0.00029237400000000003
7001247,0.057602
7001248,0.00279328
7001249,0.983534
7001250,0.00595987
7001251,0.00029059400000000003
7001252,0.00028495
7001253,0.000270727
7001254,0.000388221
7001255,0.0140542
7001256,0.00144089
7001257,0.00369639
7001258,0.000291353
7001259,0.017531400000000003
7001260,0.000272733
7001261,0.00027387
7001262,0.00027121
7001263,0.000280663
7001264,0.000360431
7001265,0.000269283
7001266,0.000385576
7001267,0.000329003
7001268,0.000292657
7001269,0.026829200000000004
7001270,0.00216122
7001271,0.00042995699999999996
7001272,0.9836530000000001
7001273,0.000297009
7001274,0.000288813
7001275,0.000286591
7001276,0.000281016
7001277,0.00027979299999999997
7001278,0.000362435
7001279,0.000316548
7001280,0.0119801
7001281,0.000422086
7001282,0.00580468
7001283,0.0782793
7001284,0.000404791
7001285,0.000620518
7001286,0.0109481
7001287,0.000280583
7001288,0.00027810000000000004
7001289,0.000276745
7001290,0.162885
7001291,0.000270934
7001292,0.933743
7001293,0.000508433
7001294,0.04091090000000001
7001295,0.000276275
7001296,0.000273209
7001297,0.000298448
7001298,0.000297768
7001299,0.0307798
7001300,0.00152011
7001301,0.000309138
7001302,0.00029277
7001303,0.00163059
7001304,0.00027665299999999997
7001305,0.000308978
7001306,0.0008466810000000001
7001307,0.000276727
7001308,0.00039814300000000005
7001309,0.00033120599999999996
7001310,0.000298541
7001311,0.000290723
7001312,0.000282547
7001313,0.00027707
7001314,0.00147225
7001315,0.00265467
7001316,0.00030466099999999996
7001317,0.00371785
7001318,0.00221136
7001319,0.00280151
7001320,0.808376
7001321,0.00213043
7001322,0.272615
7001323,0.00105397
